char,pinyin,count
螅,xi1,3
姹,cha4,3
桡,rao2,3
桉,an1,3
蜴,yi4,3
蜈,wu2,3
蜇,zhe2,3
蜃,shen4,3
綦,qi2,3
蚵,e2,3
柢,di3,3
蘖,nie4,3
藜,li2,3
藕,ou3,3
枥,li4,3
蕨,jue2,3
蕙,hui4,3
蓥,ying2,3
奘,zang4,3
搲,"wa1,wa3,wa4",3
杌,wu4,3
葙,xiang1,3
萸,yu2,3
萦,ying2,3
萣,ding4,3
朐,qu2,3
菅,jian1,3
莿,ci4,3
莴,wo1,3
佼,jiao3,3
荬,mai3,3
荨,xun2,3
荞,qiao2,3
荇,xing4,3
劭,shao4,3
茌,chi2,3
劾,he2,3
昴,mao3,3
艨,meng2,3
艄,shao1,3
舫,fang3,3
舛,chuan3,3
C,c,3
塾,shu2,3
臧,zang1,3
腼,"mian3,tian3",3
剽,piao1,3
斌,bin1,3
脍,kuai4,3
胯,kua4,3
胠,qu1,3
膻,shan1,3
肓,huang1,3
舢,shan1,3
攫,jue2,3
聆,ling2,3
耷,da1,3
艎,huang2,3
艮,"gen3,gen4",3
耋,die2,3
芑,qi3,3
剐,gua3,3
翦,jian3,3
埕,cheng2,3
翌,yi4,3
撵,nian3,3
苇,wei3,3
埇,yong3,3
苌,chang2,3
罴,pi2,3
苡,yi3,3
佉,"qu1,qia1",3
罘,fu2,3
茏,long2,3
茕,qiong2,3
摞,luo4,3
缯,"zeng1,zeng4",3
摒,bing4,3
缟,gao3,3
摁,en4,3
壹,yi1,3
缛,ru4,3
缙,jin4,3
荃,quan2,3
暧,ai4,3
荟,hui4,3
绯,fei1,3
荻,di2,3
揾,wen4,3
纴,ren4,3
纰,pi1,3
夤,yin2,3
坳,ao4,3
纫,ren4,3
纨,wan2,3
纥,he2,3
菖,chang1,3
菟,tu4,3
菽,shu1,3
萋,qi1,3
朊,ruan3,3
奂,huan4,3
坜,li4,3
奓,"chi3,she1,zha4",3
糨,jiang4,3
捺,na4,3
糅,rou2,3
粽,zong4,3
粲,can4,3
捩,lie4,3
圻,qi2,3
蓼,liao3,3
伥,chang1,3
捎,shao1,3
奭,shi4,3
捂,wu3,3
蕤,rui2,3
蕲,qi2,3
妁,shuo4,3
伢,ya2,3
蕹,weng4,3
篝,gou1,3
箸,zhu4,3
箪,dan1,3
藘,lu:2,3
箜,kong1,3
藨,biao1,3
藿,huo4,3
筼,yun2,3
蘧,qu2,3
蘵,zhi2,3
筠,yun2,3
筜,dang1,3
虢,guo2,3
虻,meng2,3
笠,li4,3
丞,cheng2,3
拎,lin1,3
妍,yan2,3
拊,fu3,3
竣,jun4,3
抿,min3,3
蚩,chi1,3
窾,kuan3,3
蛆,qu1,3
囟,xin4,3
窠,ke1,3
窒,zhi4,3
抡,lun1,3
蚶,han1,3
囒,lan2,3
穰,rang2,3
蛲,nao2,3
抉,jue2,3
蜢,meng3,3
桄,guang1,3
秭,zi3,3
卅,sa4,3
扪,men2,3
秣,mo4,3
蝃,zhuo1,3
禳,rang2,3
桠,ya1,3
桤,qi1,3
伉,kang4,3
禊,xi4,3
螉,weng1,3
祺,qi2,3
戽,hu4,3
祐,you4,3
蟀,shuai4,3
蟏,xiao1,3
祇,qi2,3
祆,xian1,3
蟪,hui4,3
礤,ca3,3
蠊,lian2,3
戗,qiang1,3
戕,qiang1,3
磴,deng4,3
噔,deng1,3
戋,jian1,3
噍,jiao4,3
丕,pi1,3
懮,you1,3
碛,qi4,3
碚,bei4,3
嘹,liao2,3
娲,wa1,3
硷,jian3,3
硐,dong4,3
憬,jing3,3
砺,li4,3
憝,dui4,3
棰,chui2,3
裆,dang1,3
憋,bie1,3
裒,pou2,3
裢,"lian5,lian2",3
裎,cheng2,3
砒,pi1,3
卟,bu3,3
砀,dang4,3
裴,pei2,3
褚,chu3,3
褟,ta1,3
褙,bei4,3
矗,chu4,3
嘈,cao2,3
矍,jue2,3
襁,qiang3,3
婵,chan2,3
嘁,"qi1,qi5",3
嘀,"di2,di1",3
瞥,pie1,3
瞠,cheng1,3
楂,zha1,3
瞓,xun4,3
襻,pan4,3
瞌,ke1,3
椿,chun1,3
睽,kui2,3
嗷,ao2,3
睺,hou2,3
嗵,tong1,3
愎,bi4,3
睚,ya2,3
睇,di4,3
觚,gu1,3
眽,mo4,3
惴,zhui4,3
觐,jin4,3
眶,kuang4,3
眵,chi1,3
惮,dan4,3
惬,qie4,3
眙,yi2,3
眈,dan1,3
惝,chang3,3
盹,dun3,3
惓,quan2,3
榉,ju3,3
唏,xi1,3
惆,chou2,3
嗑,"ke4,ke1",3
詈,li4,3
悻,xing4,3
嗉,su4,3
悴,cui4,3
皒,e2,3
皈,gui1,3
丌,"ji1,qi2",3
您,nin2,3
癯,qu2,3
癞,lai4,3
悝,kui1,3
瘴,zhang4,3
瘰,luo3,3
瘅,dan4,3
恸,tong4,3
痱,fei4,3
痫,xian2,3
痪,huan4,3
痤,cuo2,3
痣,zhi4,3
乜,mie1,3
痍,yi2,3
痈,yong1,3
喑,yin1,3
喏,re3,3
疡,yang2,3
怫,fu2,3
喁,yong2,3
啾,jiu1,3
畚,ben3,3
兖,yan3,3
怛,da2,3
怍,zuo4,3
嬴,ying2,3
瓿,bu4,3
啬,se4,3
啫,zhe3,3
忪,"zhong1,song1",3
鸫,dong1,3
啜,chuo4,3
啖,dan4,3
璜,huang2,3
忑,te4,3
忐,tan3,3
璐,lu4,3
亳,bo2,3
徵,zhi3,3
琥,hu3,3
琛,chen1,3
徉,yang2,3
唷,"yo1,yo5",3
仃,ding1,3
珙,gong3,3
珓,jiao4,3
珐,fa4,3
玮,wei3,3
唣,zao4,3
玟,wen2,3
彗,hui4,3
玃,jue2,3
弼,bi4,3
猵,pian4,3
猗,yi1,3
猕,mi2,3
黐,chi1,3
猇,xiao1,3
狲,sun1,3
鹩,liao2,3
廿,nian4,3
鹑,chun2,3
犒,kao4,3
蹼,pu3,3
牸,zi4,3
鳟,zun1,3
鲫,ji4,3
爨,cuan4,3
鱿,you2,3
魖,xu1,3
魑,chi1,3
熵,shang1,3
哂,shen3,3
髦,mao2,3
咻,xiu1,3
幡,fan1,3
骏,jun4,3
骋,cheng3,3
焢,kong4,3
驽,nu2,3
焘,dao4,3
咭,ji1,3
幄,wo4,3
傩,nuo2,3
咤,zha4,3
馊,sou1,3
馄,hun2,3
馁,nei3,3
炷,zhu4,3
咝,si1,3
餸,song4,3
鄢,yan1,3
炀,yang2,3
颦,pin2,3
颢,hao4,3
颛,zhuan1,3
巽,xun4,3
灞,ba4,3
咐,fu4,3
亟,ji2,3
濉,sui1,3
鞝,shang4,3
咂,za1,3
呻,shen1,3
潺,chan2,3
霁,ji4,3
呷,ga1,3
嶙,lin2,3
呲,"zi1,ci1",3
阪,ban3,3
阋,xi4,3
阊,chang1,3
阈,yu4,3
滁,chu2,3
闱,wei2,3
偬,zong3,3
镭,lei2,3
镯,zhuo2,3
呗,bai4,3
镫,deng4,3
渌,lu4,3
镕,rong2,3
铫,yao2,3
崆,kong1,3
呋,fu1,3
湃,pai4,3
锔,ju1,3
锒,lang2,3
锉,cuo4,3
渫,xie4,3
锂,li3,3
湍,tuan1,3
铿,keng1,3
渥,wo4,3
铳,chong4,3
崂,lao2,3
铰,jiao3,3
呃,e4,3
铮,zheng1,3
铤,ting3,3
铢,zhu1,3
渑,mian3,3
铠,kai3,3
峋,xun2,3
湎,mian3,3
峄,yi4,3
铐,kao4,3
铉,xuan4,3
锨,xian1,3
溆,xu4,3
偎,wei1,3
钴,gu3,3
岷,min2,3
镬,huo4,3
钯,"ba3,pa2",3
镪,qiang1,3
钛,tai4,3
岫,xiu4,3
钗,chai1,3
钒,fan2,3
钊,zhao1,3
閦,chu4,3
岢,ke3,3
闳,hong2,3
涸,he2,3
岘,xian4,3
偁,cheng1,3
鍪,mou2,3
陟,zhi4,3
陧,nie4,3
嵬,wei2,3
倻,ye1,3
㧑,hui1,3
陲,chui2,3
隗,wei3,3
隰,xi2,3
漯,luo4,3
吣,qin4,3
嶂,zhang4,3
雉,zhi4,3
潵,"sa3,san4",3
浠,xi1,3
釉,you4,3
磬,qing4,3
浉,shi1,3
醣,tang2,3
浈,zhen1,3
屙,e1,3
醐,hu2,3
醍,ti2,3
靬,jian1,3
酩,ming3,3
酦,fa1,3
酊,ding3,3
濞,bi4,3
洙,zhu1,3
屃,xi4,3
濠,hao2,3
鄯,shan4,3
瀛,ying2,3
洇,yin1,3
鄄,juan4,3
尻,kao1,3
郾,yan3,3
郴,chen1,3
郯,tan2,3
郤,xi4,3
瀣,xie4,3
郓,yun4,3
邷,wa3,3
尨,pang2,3
邡,fang1,3
飐,zhan3,3
咆,pao2,3
邗,han2,3
泅,qiu2,3
尙,shang4,3
遴,lin2,3
餍,yan4,3
逡,qun1,3
叵,po3,3
逋,bu1,3
沌,dun4,3
沆,hang4,3
迢,tiao2,3
汴,bian4,3
辒,wen1,3
馒,man2,3
烜,xuan3,3
烝,zheng1,3
烨,ye4,3
氽,tun3,3
氹,dang4,3
騃,ai2,3
帹,sha4,3
帼,guo2,3
驷,si4,3
幌,huang3,3
倌,guan1,3
氛,fen1,3
幛,zhang4,3
骛,wu4,3
躞,xie4,3
骺,hou2,3
髀,bi4,3
髂,qia4,3
髋,kuan1,3
䜣,xin1,3
Q,q,3
烊,yang2,3
煲,bao1,3
蹧,zao1,3
蹡,qiang4,3
蹙,cu4,3
蹒,pan2,3
踽,ju3,3
毓,yu4,3
鬲,"ge2,li4",3
踊,yong3,3
踅,xue2,3
僖,xi1,3
鱥,gui4,3
哌,pai4,3
殍,piao3,3
殇,shang1,3
趺,fu1,3
趴,pa1,3
魇,yan3,3
鲢,lian2,3
赝,yan4,3
鲷,diao1,3
鲼,fen4,3
赁,lin4,3
歃,sha4,3
鳅,qiu1,3
厩,jiu4,3
欷,xi1,3
孛,bei4,3
牖,you3,3
鳕,xue3,3
鳔,biao4,3
俨,yan3,3
庾,yu3,3
豸,zhi4,3
牴,di3,3
犄,ji1,3
廑,qin2,3
厝,cuo4,3
牾,wu3,3
犟,jiang4,3
谶,chen4,3
谴,qian3,3
谲,jue2,3
俣,yu3,3
谩,man4,3
谤,bang4,3
橼,yuan2,3
鹂,li2,3
鶗,ti2,3
谙,an1,3
谔,e4,3
嬗,shan4,3
橇,qiao1,3
鹚,ci2,3
鹞,yao4,3
樵,qiao2,3
狓,pi1,3
犸,ma3,3
诨,hun4,3
嫪,lao4,3
麋,mi2,3
诅,zu3,3
诂,gu3,3
栀,zhi1,3
嫔,pin2,3
槜,zui4,3
讣,fu4,3
黍,shu3,3
麴,qu1,3
譬,pi4,3
槁,gao3,3
黝,you3,3
猢,hu2,3
榧,fei3,3
誙,keng1,3
誊,teng2,3
齧,nie4,3
獐,zhang1,3
獒,ao2,3
訇,hong1,3
獙,bi4,3
觱,bi4,3
龠,yue4,3
楹,ying2,3
P,p,3
觞,shang1,2
楫,ji2,2
卮,zhi1,2
觊,ji4,2
觇,chan1,2
卬,ang2,2
俉,wu2,2
媁,"wei2,wei3",2
卪,"jie2,xx5",2
椹,shen4,2
褡,da1,2
椟,du2,2
椋,liang2,2
裣,lian3,2
裟,sha1,2
椁,guo3,2
䕭,"qian2,xian2",2
婊,biao3,2
卝,"guan4,kuang4",2
袼,ge1,2
卛,"lu:4,shuai4",2
袈,jia1,2
娭,ai1,2
梾,lai2,2
蠮,ye1,2
蠓,meng3,2
娌,"li5,li3",2
蟮,"shan5,shan4",2
蟥,huang2,2
蟢,xi3,2
蟟,liao2,2
蟜,jiao3,2
娆,rao2,2
蟊,mao2,2
桷,jue2,2
螫,"zhe1,shi4",2
螟,ming2,2
螋,sou1,2
螃,pang2,2
桧,"gui4,hui4",2
蝽,chun1,2
蝳,dai4,2
桢,zhen1,2
蝥,mao2,2
蝛,wei1,2
姮,heng2,2
蝐,mao4,2
姫,ji1,2
蝄,wang3,2
桎,zhi4,2
蝀,dong1,2
蜽,liang3,2
蜮,yu4,2
蜣,qiang1,2
姣,jiao1,2
蜎,yuan1,2
蜊,li2,2
蛴,qi2,2
栴,zhan1,2
栳,lao3,2
蛱,jia2,2
蛜,yi1,2
栝,"gua1,kuo4",2
蚴,you4,2
蚯,qiu1,2
蚪,dou3,2
蚧,jie4,2
蚜,ya2,2
蚖,yuan2,2
妲,da2,2
虼,ge4,2
妯,zhou2,2
虰,ding1,2
虮,ji3,2
柩,jiu4,2
妪,yu4,2
匦,gui3,2
虉,yi4,2
蘼,mi2,2
蘘,rang2,2
藭,"xiong1,qiong2",2
䌽,cai3,2
O,o,2
蕻,"hong4,hong2",2
蕺,ji2,2
匕,bi3,2
蕠,ru2,2
蕑,jian1,2
枒,"ya2,ya1",2
蔹,lian3,2
蔟,cu4,2
侉,kua3,2
杼,zhu4,2
蔌,su4,2
蓿,"xu5,xu4",2
杪,miao3,2
蓔,"yao3,zhuo2",2
蓓,bei4,2
蓐,ru4,2
蓂,"mi4,ming2",2
蒴,shuo4,2
蒟,ju3,2
蒉,kui4,2
㚻,ji1,2
葳,wei1,2
葚,shen4,2
葄,zuo4,2
朮,"shu4,zhu2",2
萰,lian4,2
萁,qi2,2
朕,zhen4,2
菹,zu1,2
菪,dang4,2
菘,song1,2
菔,fu2,2
乇,"tuo1,zhe2",2
菀,wan3,2
佽,ci4,2
莸,you2,2
曱,yue1,2
莰,kan3,2
曦,xi1,2
莪,e2,2
佻,tiao1,2
暾,tun1,2
荛,rao2,2
暡,weng3,2
荑,"ti2,yi2",2
翥,zhu4,2
茳,jiang1,2
茭,jiao1,2
暆,yi2,2
壴,zhu4,2
茚,yin4,2
茔,ying2,2
茈,"zi3,ci2",2
茆,"mao2,mao3",2
晬,zui4,2
劼,jie2,2
苲,zha3,2
晗,han2,2
苘,qing3,2
苎,zhu4,2
乀,"fu2,pie3",2
苄,bian4,2
芴,"hu1,wu4",2
佰,bai3,2
壅,yong1,2
芏,du4,2
艿,nai3,2
艻,le4,2
劦,"lie4,xie2",2
艏,shou3,2
艅,yu2,2
昉,fang3,2
昀,yun2,2
墉,yong1,2
佧,ka3,2
N,n,2
臲,nie4,2
臜,za1,2
旎,ni3,2
膲,jiao1,2
膫,liao2,2
膪,chuai4,2
旃,zhan1,2
膔,"biao1,lu4",2
塕,weng3,2
膂,lu:3,2
腴,yu2,2
塍,cheng2,2
䁖,"lou5,lou1",2
腧,shu4,2
腚,ding4,2
腆,tian3,2
斝,jia3,2
脷,li4,2
脲,niao4,2
佟,tong2,2
脬,pao1,2
斓,lan2,2
脔,luan2,2
胴,dong4,2
胬,nu3,2
胪,lu2,2
旆,pei4,2
胨,dong4,2
胤,yin4,2
敪,"duo2,duo1",2
堙,yin1,2
胛,jia3,2
丷,"ba1,xx5",2
臃,yong1,2
旖,yi3,2
塬,yuan2,2
臌,gu3,2
肮,ang1,2
剡,"shan4,yan3",2
舄,xi4,2
舂,chong1,2
埼,qi2,2
聿,yu4,2
佗,tuo2,2
舨,ban3,2
攥,zuan4,2
聍,ning2,2
埵,duo3,2
聃,dan1,2
埲,beng3,2
攉,huo1,2
耵,ding1,2
艟,chong1,2
擿,"ti1,zhi4",2
耜,si4,2
昝,"zan3,zan5",2
舲,ling2,2
芊,qian1,2
芈,mi3,2
耏,er2,2
擤,xing3,2
埚,guo1,2
昫,xu4,2
翮,he2,2
埗,bu4,2
翡,fei3,2
芪,qi2,2
擀,gan3,2
壈,lan3,2
翕,xi1,2
撺,cuan1,2
撸,lu1,2
撷,xie2,2
埏,"shan1,yan2",2
羿,yi4,2
羸,lei2,2
剁,duo4,2
艽,jiao1,2
羝,di1,2
埄,"beng3,feng1",2
苜,mu4,2
罾,zeng1,2
苤,pie3,2
丱,"guan4,kuang4",2
刽,gui4,2
晟,"cheng2,sheng4",2
摽,"biao1,piao3",2
茁,zhuo2,2
罟,gu3,2
茀,fu2,2
罍,lei2,2
垯,da5,2
垭,ya1,2
苫,shan1,2
缶,fou3,2
缵,zuan3,2
缲,"qiao1,sao1",2
缱,qian3,2
缬,xie2,2
缦,man4,2
缡,li2,2
茯,fu2,2
伾,pi1,2
暋,"min2,min3",2
茼,tong2,2
搴,qian1,2
搳,hua2,2
缊,"yun1,yun4",2
荏,ren3,2
夅,"jiang4,xiang2",2
垝,gui3,2
绻,quan3,2
绺,liu3,2
㺢,huo4,2
搡,sang3,2
茛,gen4,2
绲,gun3,2
荸,bi2,2
垓,gai1,2
搒,"bang4,peng4",2
绢,juan4,2
搐,chu4,2
绗,hang2,2
绔,ku4,2
莨,lang4,2
绋,fu2,2
揿,qin4,2
曚,meng2,2
绁,xie4,2
绀,gan4,2
揶,ye2,2
M,m,2
揦,"la4,la2",2
揠,ya4,2
纡,yu1,2
揘,"huang2,yong2",2
菥,xi1,2
坫,dian4,2
坩,gan1,2
揎,xuan1,2
菾,tian2,2
伲,"ni3,ni4",2
縩,cai4,2
揆,kui2,2
勰,xie2,2
葆,bao3,2
綷,cui4,2
掱,"pa2,shou3",2
掮,qian2,2
絻,"mian3,wen4",2
葺,qi4,2
丨,"gun3,shu4",2
絘,ci4,2
絓,"gua4,kua1",2
絍,ren4,2
蒡,bang4,2
刎,wen3,2
㹢,jia1,2
蒻,ruo4,2
蒭,chu2,2
掊,"pou2,pou3",2
糬,shu3,2
坋,fen4,2
糢,mo2,2
掂,dian1,2
蓊,weng3,2
糍,ci2,2
糌,zan1,2
坆,"fen2,mei2",2
捻,nian3,2
糁,san3,2
伧,"cang1,chen5",2
捱,ai2,2
捭,"bai3,bo4",2
粝,li4,2
蓣,yu4,2
蓠,li2,2
粑,ba1,2
圱,"qian1,su2",2
杻,"chou3,niu3",2
圮,pi3,2
圪,ge1,2
圩,"wei2,xu1",2
簉,zao4,2
篾,mie4,2
篹,"suan3,zhuan4",2
篪,chi2,2
篥,li4,2
枰,ping2,2
挝,"zhua1,wo1",2
薶,"mai2,wo1",2
篙,gao1,2
篖,tang2,2
篑,kui4,2
篌,hou2,2
蒽,en1,2
藒,qie4,2
箴,zhen1,2
藊,bian3,2
柊,zhong1,2
妗,jin4,2
箓,lu4,2
箐,qing4,2
伝,"chuan2,yun2",2
藇,xu4,2
拮,jie2,2
筮,shi4,2
妣,bi3,2
筕,hang2,2
筌,quan2,2
柝,tuo4,2
筅,xian3,2
筀,gui4,2
妫,gui1,2
笪,da2,2
笤,tiao2,2
妩,wu3,2
蚓,yin3,2
蚝,hao2,2
笊,zhao4,2
蚣,gong1,2
笈,ji2,2
㑩,"luo5,luo2",2
抻,chen1,2
窸,xi1,2
窣,su4,2
抨,peng1,2
蚺,ran2,2
囝,"jian3,nan1",2
窅,yao3,2
窀,zhun1,2
穸,xi1,2
蛵,xing2,2
抏,wan2,2
蛳,si1,2
穑,se4,2
凇,song1,2
蜍,chu2,2
稨,bian3,2
稞,ke1,2
稙,zhi2,2
稗,bai4,2
稔,ren3,2
稂,lang2,2
秫,shu2,2
蜿,wan1,2
扦,qian1,2
扢,"gu3,xi4",2
㶉,xi1,2
冼,xian3,2
、,",",2
払,"fan3,fu2",2
蜱,pi2,2
蝣,you2,2
蝲,la4,2
蝰,kui2,2
嚄,"huo4,o3",2
禛,zhen1,2
噼,pi1,2
扆,yi3,2
扂,dian4,2
桴,fu2,2
噱,"jue2,xue2",2
㝵,"ai4,de2",2
螬,cao2,2
螭,chi1,2
祚,zuo4,2
伄,diao4,2
祎,yi1,2
蟑,zhang1,2
桕,jiu4,2
蟭,jiao1,2
戢,ji2,2
噢,o1,2
礴,bo2,2
娉,ping1,2
礮,pao4,2
梣,chen2,2
礜,yu4,2
礐,"hu2,que4",2
礌,lei4,2
蠛,mie4,2
噗,pu1,2
梏,gu4,2
磲,qu2,2
蠵,xi1,2
磡,kan4,2
噏,xi1,2
磙,gun3,2
蠼,qu2,2
梼,tao2,2
娣,di4,2
碣,jie2,2
碡,"zhou5,zhou2",2
嘿,hei1,2
碉,diao1,2
碁,qi2,2
懋,mao4,2
硪,wo4,2
袟,zhi4,2
袤,mao4,2
憹,nao2,2
嘬,"chuai4,zuo1",2
袮,"ni3,mi5",2
袯,bo2,2
硇,nao2,2
袷,jia2,2
砻,long2,2
棹,"zhuo1,zhao4",2
嘣,beng1,2
裇,xu1,2
砬,la2,2
砩,"fei4,fu2",2
嘢,ye3,2
砥,di3,2
砢,"luo3,ke1",2
砝,fa3,2
砗,che1,2
慵,yong1,2
砉,"hua1,xu1",2
嘚,de1,2
卞,bian4,2
嘏,"gu3,jia3",2
冑,zhou4,2
褛,lu:3,2
慊,"qian4,qie4",2
椤,luo2,2
褊,bian3,2
褫,chi3,2
褴,lan2,2
瞽,gu3,2
椪,peng4,2
褵,li2,2
愫,su4,2
襫,shi4,2
愠,yun4,2
嗽,"sou5,sou4",2
瞋,chen1,2
瞈,weng3,2
瞀,mao4,2
楝,lian4,2
覐,"jiao4,jue2",2
楛,"hu4,ku3",2
睥,bi4,2
媕,an1,2
觋,xi2,2
觎,yu2,2
睃,suo1,2
嗨,hai1,2
眳,ming2,2
椽,chuan2,2
眭,sui1,2
眬,long2,2
惦,dian4,2
眍,kou1,2
嗟,jie1,2
惛,hun1,2
惙,chuo4,2
齱,zou1,2
盏,zhan3,2
盍,he2,2
仟,qian1,2
皻,"cu3,zha1",2
皴,cun1,2
皦,jiao3,2
嗅,xiu4,2
悱,fei3,2
鼩,qu2,2
嗄,"a2,sha4",2
皌,mo4,2
皀,bi1,2
悧,li4,2
喾,ku4,2
喼,jie2,2
癜,dian4,2
癔,yi4,2
悛,quan1,2
癃,long2,2
癀,huang2,2
悒,yi4,2
瘥,"chai4,cuo2",2
瘜,xi1,2
瘛,chi4,2
悁,"juan1,juan4",2
瘊,hou2,2
喨,liang4,2
痿,wei3,2
恵,hui4,2
恫,dong4,2
喟,kui4,2
痦,wu4,2
喙,hui4,2
痔,zhi4,2
㲈,"shao2,tao2",2
喔,"o1,wo5",2
痊,quan2,2
恓,xi1,2
疴,ke1,2
疭,zong4,2
疬,li4,2
疥,jie4,2
疠,li4,2
疝,shan4,2
怼,dui4,2
疍,dan4,2
畦,qi2,2
畛,zhen3,2
畑,tian2,2
兕,si4,2
畋,tian2,2
甴,zha2,2
甪,lu4,2
怄,ou4,2
怂,song3,2
忾,kai4,2
甍,meng2,2
啭,zhuan4,2
瓴,ling2,2
瓅,li4,2
璺,wen4,2
仉,zhang3,2
璩,qu2,2
忕,"shi4,tai4",2
璚,"jue2,qiong2",2
璎,ying1,2
璋,zhang1,2
忏,chan4,2
啓,qi3,2
瑾,jin3,2
瑷,ai4,2
瑱,"tian4,zhen4",2
谮,zen4,2
瑄,xuan1,2
徯,xi1,2
牤,mang1,2
徨,huang2,2
琮,cong2,2
徜,chang2,2
徘,pai2,2
琦,qi2,2
徕,lai2,2
徊,huai2,2
唵,an3,2
珥,er3,2
珣,xun2,2
唳,li4,2
V,v,2
彸,zhong1,2
彳,chi4,2
仂,le4,2
珈,jia1,2
珅,shen1,2
唫,"jin4,yin2",2
彧,yu4,2
彟,huo4,2
玢,fen1,2
彘,zhi4,2
唢,suo3,2
彖,tuan4,2
玗,yu2,2
玓,di4,2
玑,ji1,2
玎,ding1,2
唝,"hong3,gong4",2
彀,gou4,2
獯,xun1,2
獬,xie4,2
唔,wu2,2
獠,liao2,2
獞,"zhuang4,tong2",2
龉,yu3,2
亽,"ji2,xx5",2
獗,jue2,2
龅,bao1,2
龃,ju3,2
弮,"juan4,quan1",2
儇,xuan1,2
齑,ji1,2
鼱,jing1,2
猳,jia1,2
儅,dang1,2
鼍,tuo2,2
鼋,yuan2,2
跻,ji1,2
黧,li2,2
黥,qing2,2
黟,yi1,2
猁,li4,2
黇,tian1,2
狷,juan4,2
哳,zha1,2
狩,shou4,2
哱,bo1,2
踱,duo2,2
哰,lao2,2
鹪,jiao1,2
鹧,zhe4,2
鹠,liu2,2
狉,pi1,2
鹘,hu2,2
鹗,e4,2
鹔,su4,2
鹎,bei1,2
狁,yun3,2
鹋,miao2,2
鹇,xian2,2
鹆,yu4,2
犷,guang3,2
犰,qiu2,2
鸹,gua1,2
亶,dan3,2
廥,kuai4,2
犪,kui2,2
鸬,lu2,2
鸩,zhen4,2
廖,liao4,2
犏,pian1,2
犎,feng1,2
犂,li2,2
廌,zhi4,2
鴔,fu2,2
牦,mao2,2
鳣,"shan4,zhan1",2
鳜,gui4,2
哙,kuai4,2
鳙,yong1,2
鲶,nian2,2
鲵,ni2,2
鲲,kun1,2
鲯,qi2,2
鲭,qing1,2
鲩,huan4,2
鲧,gun3,2
鲥,shi2,2
鲣,jian1,2
爰,yuan2,2
爯,"chen4,cheng1",2
鲟,xun2,2
鲞,xiang3,2
鲑,gui1,2
爇,"re4,ruo4",2
鲆,ping2,2
鲃,ba1,2
G,g,2
㐖,ye4,2
鱇,kang1,2
鱄,zhuan1,2
鮟,an1,2
魣,yu2,2
魟,hong2,2
熰,"ou1,ou3",2
魃,ba2,2
鬻,yu4,2
鬟,"huan5,huan2",2
咿,yi1,2
髝,lao2,2
䲠,chun1,2
骷,ku1,2
骧,xiang1,2
煊,xuan1,2
傿,"yan1,yan4",2
骘,zhi4,2
骓,zhui1,2
骒,ke4,2
骐,qi2,2
驸,fu4,2
焖,men4,2
咩,mie1,2
泞,ning4,2
馗,kui2,2
咥,"die2,xi4",2
咣,guang1,2
饹,le5,2
饸,he2,2
饫,yu4,2
傥,tang3,2
咛,ning2,2
帑,tang3,2
咙,long2,2
飖,yao2,2
颥,ru2,2
颡,sang3,2
咑,da1,2
灢,nang3,2
灠,"lan3,lan4",2
傕,jue2,2
顗,yi3,2
靥,ye4,2
澥,xie4,2
嶷,yi2,2
潽,"pu3,pu1",2
嶪,ye4,2
嶡,"gui4,jue2",2
漼,cui3,2
嵴,"ji2,ji3",2
漭,mang3,2
嵞,tu2,2
陛,bi4,2
嵛,yu2,2
阚,kan4,2
呣,"m2,m4",2
滓,zi3,2
阄,jiu1,2
崴,"wei1,wai3",2
亓,qi2,2
滊,"xi4,xie1",2
溷,hun4,2
溲,sou1,2
憧,chong1,2
呙,"guo1,wai1",2
镧,lan2,2
溏,tang2,2
镝,"di1,di2",2
镚,beng4,2
崒,"cui4,zu2",2
镑,bang4,2
湣,min3,2
锵,qiang1,2
锲,qie4,2
锱,zi1,2
锟,kun1,2
锕,a1,2
渲,xuan4,2
锏,jian3,2
锷,e4,2
铬,ge4,2
铩,sha1,2
锾,huan2,2
铡,zha2,2
亍,chu4,2
铗,jia2,2
镈,bo2,2
镍,nie4,2
铓,mang2,2
镊,nie4,2
呔,tai1,2
湴,"ban4,pan2",2
淼,miao3,2
镞,zu2,2
镢,jue2,2
镡,tan2,2
钿,"dian4,tian2",2
淯,yu4,2
钸,"bu1,bu4",2
淬,cui4,2
钰,yu4,2
镲,cha3,2
钭,tou3,2
偌,ruo4,2
钨,wu1,2
钧,jun1,2
閒,"jian1,jian4",2
溦,wei1,2
钡,bei4,2
吲,yin3,2
偈,"ji4,jie2",2
闉,yin1,2
钏,chuan4,2
鑫,xin1,2
鑢,lu:4,2
閤,"ge2,he2",2
岖,qu1,2
鏖,ao2,2
鏊,ao4,2
鎏,liu2,2
阂,he2,2
錾,zan4,2
陜,xia2,2
陴,pi2,2
S,s,2
屹,yi4,2
吥,bu4,2
浽,sui1,2
鉾,mou2,2
嶌,dao3,2
鉧,mu3,2
鈬,duo2,2
釳,xi4,2
霅,zha2,2
霂,mu4,2
潸,shan1,2
霏,fei1,2
浐,chan3,2
霢,mai4,2
雯,wen2,2
醮,jiao4,2
醪,lao2,2
醢,hai3,2
霪,yin2,2
靪,ding1,2
醄,tao2,2
屐,ji1,2
巂,"gui1,xi1",2
洵,xun2,2
酲,cheng2,2
屌,diao3,2
濂,lian2,2
酞,tai4,2
酝,yun4,2
洨,xiao2,2
